"Group","Year","Month","State","Condition.Group","Condition","ICD10_codes","Age.Group","COVID.19.Deaths","Number.of.Mentions","Flag"
"By Year",2020,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64",32,33,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64",50,51,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","65-74",83,92,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","65-74",83,87,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","75-84",98,99,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","75-84",94,98,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+",153,158,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+",102,110,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",382,402,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",362,383,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34",16,18,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",30,38,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54",32,34,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54",83,97,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64",55,59,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64",163,187,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74",86,95,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74",206,245,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84",141,163,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84",206,230,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+",164,188,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+",183,212,""
"By Year",2020,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",487,550,""
"By Year",2021,-1,"Colorado","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",893,1036,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","25-34",13,13,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","35-44",31,31,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","45-54",29,29,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","45-54",64,64,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","55-64",59,59,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","55-64",139,140,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","65-74",112,112,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","65-74",183,183,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","75-84",112,112,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","75-84",116,116,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","85+",98,98,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","85+",66,66,""
"By Year",2020,-1,"Colorado","Sepsis","Sepsis","A40-A41","All Ages",423,423,""
"By Year",2021,-1,"Colorado","Sepsis","Sepsis","A40-A41","All Ages",614,615,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",0,0,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",14,15,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",17,21,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",20,25,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",56,62,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",55,59,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",127,151,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84",90,96,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84",138,159,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",90,97,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",102,112,""
"By Year",2020,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",273,296,""
"By Year",2021,-1,"Colorado","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",450,518,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","35-44",13,13,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","35-44",33,35,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","45-54",59,60,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","45-54",98,99,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","55-64",88,89,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","55-64",219,221,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","65-74",205,207,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","65-74",308,310,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","75-84",236,237,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","75-84",273,277,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","85+",191,193,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","85+",129,131,""
"By Year",2020,-1,"Colorado","Diabetes","Diabetes","E10-E14","All Ages",800,807,""
"By Year",2021,-1,"Colorado","Diabetes","Diabetes","E10-E14","All Ages",1069,1082,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","0-24",10,10,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","25-34",27,28,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","35-44",17,17,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","35-44",74,74,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","45-54",46,46,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","45-54",118,118,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","55-64",57,57,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","55-64",189,189,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","65-74",74,74,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","65-74",131,131,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","75-84",38,39,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","75-84",56,56,""
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","85+",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","85+",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Colorado","Obesity","Obesity","E65-E68","All Ages",250,251,""
"By Year",2021,-1,"Colorado","Obesity","Obesity","E65-E68","All Ages",611,612,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","0-24",0,0,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","0-24",0,0,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","25-34",0,0,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","25-34",0,0,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","35-44",0,0,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","35-44",0,0,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","45-54",0,0,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","45-54",0,0,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","55-64",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","55-64",0,0,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","65-74",22,22,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","65-74",10,10,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","75-84",105,105,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","75-84",41,41,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","85+",249,252,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","85+",97,97,""
"By Year",2020,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","All Ages",377,380,""
"By Year",2021,-1,"Colorado","Alzheimer disease","Alzheimer disease","G30","All Ages",148,148,""
"By Year",2020,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0,0,""
"By Year",2021,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0,0,""
"By Year",2020,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",0,0,""
"By Year",2021,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",0,0,""
"By Year",2020,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",0,0,""
"By Year",2021,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",0,0,""
"By Year",2020,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",0,0,""
"By Year",2021,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",0,0,""
"By Year",2020,-1,"Colorado","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
